step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,errorBalanceOrig,errorBalanceDest,hora_del_dia,dia_de_la_semana,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,dest_type_M
140,7173.88,8053.0,879.12,0.0,0.0,0,0.0,7173.88,20,5,0,0,1,0,1
140,131287.55,0.0,0.0,893376.66,1024664.21,0,131287.55,0.0,20,5,1,0,0,0,0
140,32239.16,76853.86,44614.7,1065180.04,1097419.19,0,0.0,0.010000000009313226,20,5,1,0,0,0,0
140,493316.71,30874.0,524190.71,274127.36,0.0,0,986633.42,767444.0700000001,20,5,0,0,0,0,0
140,4223.8,20390.0,16166.2,0.0,0.0,0,0.0,4223.8,20,5,0,0,1,0,1
140,1414916.66,0.0,0.0,3364328.09,4779244.74,0,1414916.66,0.009999999776482582,20,5,0,0,0,1,0
140,188094.28,12417370.7,12605464.98,5848967.68,5660873.4,0,376188.5600000005,376188.5599999996,20,5,0,0,0,0,0
140,580690.36,0.0,0.0,670003.56,1250693.92,0,580690.36,0.0,20,5,1,0,0,0,0
140,3607176.56,0.0,0.0,4206106.42,7813282.99,0,3607176.56,-0.009999999776482582,20,5,0,0,0,1,0
140,119072.37,46437.0,0.0,0.0,119072.37,0,72635.37,0.0,20,5,1,0,0,0,0
140,156331.5,10943.0,0.0,42113.45,198444.95,0,145388.5,0.0,20,5,1,0,0,0,0
140,5392.59,26239.0,20846.41,0.0,0.0,0,0.0,5392.59,20,5,0,0,1,0,1
140,497670.08,0.0,0.0,3817041.23,4314711.32,0,497670.08,-0.010000000707805157,20,5,1,0,0,0,0
140,3065.98,99535.0,96469.02,0.0,0.0,0,0.0,3065.98,20,5,0,0,1,0,1
140,38376.49,0.0,0.0,0.0,0.0,0,38376.49,38376.49,20,5,0,0,1,0,1
140,145929.66,60608.0,206537.66,360525.54,214595.87,0,291859.32,291859.32999999996,20,5,0,0,0,0,0
140,24836.87,73270.45,48433.58,0.0,0.0,0,0.0,24836.87,20,5,0,0,1,0,1
140,149769.15,516.0,150285.15,0.0,0.0,0,299538.3,149769.15,20,5,0,0,0,0,0
140,351045.6,838051.88,1189097.49,11544913.77,11193868.17,0,702091.2099999998,702091.1999999993,20,5,0,0,0,0,0
140,49981.36,0.0,0.0,270678.69,489419.97,0,49981.36,-168759.91999999998,20,5,1,0,0,0,0
140,13921.93,110333.27,96411.34,0.0,0.0,0,-1.4551915228366852e-11,13921.93,20,5,0,0,1,0,1
140,59789.43,9949.0,0.0,498094.79,557884.22,0,49840.43,0.0,20,5,1,0,0,0,0
140,836456.1,20523.0,0.0,86527.11,922983.21,0,815933.1,0.0,20,5,0,0,0,1,0
140,154246.34,267249.0,113002.66,0.0,154246.34,0,0.0,0.0,20,5,1,0,0,0,0
140,156060.08,0.0,0.0,6278345.36,6434405.44,0,156060.08,0.0,20,5,1,0,0,0,0
140,6185.99,10000.0,3814.01,0.0,0.0,0,0.0,6185.99,20,5,0,0,1,0,1
140,2011.32,10177.0,8165.68,0.0,0.0,0,0.0,2011.32,20,5,0,0,1,0,1
140,25668.09,105944.0,80275.91,704971.37,730639.46,0,0.0,0.0,20,5,1,0,0,0,0
140,130146.98,2682417.67,2812564.65,882844.96,752697.98,0,260293.95999999996,260293.95999999996,20,5,0,0,0,0,0
140,243985.61,168453.0,0.0,2354266.98,2598252.6,0,75532.60999999999,-0.01000000024214387,20,5,1,0,0,0,0
140,13533.55,0.0,0.0,0.0,0.0,0,13533.55,13533.55,20,5,0,0,1,0,1
140,101150.22,0.0,0.0,712427.42,813577.64,0,101150.22,0.0,20,5,1,0,0,0,0
140,31589.35,0.0,0.0,960435.17,992024.52,0,31589.35,0.0,20,5,1,0,0,0,0
140,361.87,5146.45,4784.58,0.0,0.0,0,0.0,361.87,20,5,0,0,1,0,1
140,50170.74,44128.0,94298.74,0.0,0.0,0,100341.48000000001,50170.74,20,5,0,0,0,0,0
140,349973.78,0.0,0.0,827902.42,1177876.2,0,349973.78,2.3283064365386963e-10,20,5,1,0,0,0,0
140,14517.53,55723.0,41205.47,107583.61,122101.14,0,0.0,0.0,20,5,0,0,0,1,0
140,20739.9,0.0,0.0,0.0,0.0,0,20739.9,20739.9,20,5,0,0,1,0,1
140,7200.55,2894222.35,2901422.9,367919.13,360718.58,0,14401.099999999627,14401.099999999977,20,5,0,0,0,0,0
140,125558.0,4751376.58,4876934.58,2237104.56,2111546.56,0,251116.0,251116.0,20,5,0,0,0,0,0
140,48619.72,3660069.58,3708689.31,98276.17,49656.45,0,97239.45000000019,97239.44000000002,20,5,0,0,0,0,0
140,243477.51,478570.12,722047.63,1194518.36,951040.85,0,486955.02,486955.02000000014,20,5,0,0,0,0,0
140,6886.34,0.0,0.0,0.0,0.0,0,6886.34,6886.34,20,5,0,0,1,0,1
140,55284.65,106205.0,161489.65,319574.17,264289.52,0,110569.29999999999,110569.29999999999,20,5,0,0,0,0,0
140,1372.74,0.0,0.0,0.0,0.0,0,1372.74,1372.74,20,5,0,0,1,0,1
140,5934.47,197615.0,191680.53,0.0,0.0,0,0.0,5934.47,20,5,0,0,1,0,1
140,3859.62,73838.52,69978.89,0.0,0.0,0,-0.010000000009313226,3859.62,20,5,0,0,1,0,1
140,13046.56,0.0,0.0,0.0,0.0,0,13046.56,13046.56,20,5,0,0,1,0,1
140,189895.5,11133.0,0.0,34154.21,224049.71,0,178762.5,0.0,20,5,1,0,0,0,0
140,82643.86,0.0,0.0,1773699.86,1856343.72,0,82643.86,2.3283064365386963e-10,20,5,1,0,0,0,0
140,21401.97,31114.0,9712.03,0.0,0.0,0,0.0,21401.97,20,5,0,0,1,0,1
140,12066.81,29865.0,17798.19,0.0,0.0,0,0.0,12066.81,20,5,0,0,1,0,1
140,11611.14,13926925.48,13938536.62,1295686.78,1284075.64,0,23222.27999999933,23222.280000000028,20,5,0,0,0,0,0
140,99572.84,18557.78,0.0,6029138.05,6339668.05,0,81015.06,-210957.16000000015,20,5,1,0,0,0,0
140,136064.54,11355.0,147419.54,136260.51,195.97,0,272129.08,272129.0800000001,20,5,0,0,0,0,0
140,240146.02,11477.0,251623.02,1552368.15,1312222.13,0,480292.04,480292.04000000004,20,5,0,0,0,0,0
140,12636.73,0.0,0.0,0.0,0.0,0,12636.73,12636.73,20,5,0,0,1,0,1
140,9730.56,0.0,0.0,0.0,0.0,0,9730.56,9730.56,20,5,0,0,1,0,1
140,106342.67,6006.0,0.0,1925502.91,2031845.57,0,100336.67,0.009999999776482582,20,5,1,0,0,0,0
140,12074.02,0.0,0.0,0.0,0.0,0,12074.02,12074.02,20,5,0,0,1,0,1
140,174436.95,0.0,0.0,587710.06,762147.01,0,174436.95,0.0,20,5,1,0,0,0,0
140,416475.17,0.0,0.0,1475222.43,1891697.6,0,416475.17,-2.3283064365386963e-10,20,5,1,0,0,0,0
140,15100.55,0.0,0.0,0.0,0.0,0,15100.55,15100.55,20,5,0,0,1,0,1
140,10068.23,12395676.95,12405745.19,404789.4,712738.63,0,20136.47000000067,-297881.0,20,5,0,0,0,0,0
140,6316.59,0.0,0.0,0.0,0.0,0,6316.59,6316.59,20,5,0,0,1,0,1
140,4033.02,0.0,0.0,0.0,0.0,0,4033.02,4033.02,20,5,0,0,1,0,1
140,10015.53,4059.0,0.0,0.0,0.0,0,5956.530000000001,10015.53,20,5,0,0,1,0,1
140,26494.27,9632.15,0.0,681891.99,708386.26,0,16862.120000000003,0.0,20,5,1,0,0,0,0
140,111865.02,0.0,0.0,592833.46,704698.48,0,111865.02,0.0,20,5,1,0,0,0,0
140,140585.16,3451495.58,3592080.74,233232.86,92647.7,0,281170.3200000003,281170.32,20,5,0,0,0,0,0
140,12523.58,334104.53,321580.95,0.0,0.0,0,0.0,12523.58,20,5,0,0,1,0,1
140,1061083.52,0.0,0.0,1256288.22,2317371.75,0,1061083.52,-0.009999999776482582,20,5,0,0,0,1,0
140,7976.42,0.0,0.0,68573.0,55550.94,0,7976.42,20998.479999999996,20,5,1,0,0,0,0
140,63654.06,0.0,0.0,5167009.35,5230663.42,0,63654.06,-0.010000000707805157,20,5,1,0,0,0,0
140,7280.08,79376.97,72096.88,0.0,0.0,0,-0.00999999999476131,7280.08,20,5,0,0,1,0,1
140,252114.76,29001.0,0.0,372827.08,624941.84,0,223113.76,1.1641532182693481e-10,20,5,1,0,0,0,0
140,6235.97,0.0,0.0,0.0,0.0,0,6235.97,6235.97,20,5,0,0,1,0,1
140,263310.56,0.0,0.0,1053991.82,1317302.38,0,263310.56,2.3283064365386963e-10,20,5,1,0,0,0,0
140,71154.06,1906.76,0.0,971268.29,1042422.35,0,69247.3,1.1641532182693481e-10,20,5,1,0,0,0,0
140,12524.5,0.0,0.0,64993.49,77517.99,0,12524.5,-1.4551915228366852e-11,20,5,1,0,0,0,0
140,7579.93,61.0,0.0,0.0,0.0,0,7518.93,7579.93,20,5,0,0,1,0,1
140,154501.56,3271.0,0.0,0.0,154501.56,0,151230.56,0.0,20,5,1,0,0,0,0
140,189137.08,3749347.93,3938485.01,4609490.47,4420353.39,0,378274.1599999997,378274.16000000015,20,5,0,0,0,0,0
140,10148.06,10198.0,49.94,0.0,0.0,0,0.0,10148.06,20,5,0,0,1,0,1
140,3473.44,0.0,0.0,0.0,0.0,0,3473.44,3473.44,20,5,0,0,1,0,1
140,14817.2,4612.0,0.0,0.0,0.0,0,10205.2,14817.2,20,5,0,0,1,0,1
140,228831.91,2262145.62,2490977.53,3466864.46,3238032.55,0,457663.81999999983,457663.8200000003,20,5,0,0,0,0,0
140,229361.8,0.0,0.0,5657087.52,5886449.32,0,229361.8,-9.313225746154785e-10,20,5,1,0,0,0,0
140,9987.14,16589.98,6602.84,0.0,0.0,0,0.0,9987.14,20,5,0,0,1,0,1
140,67208.83,0.0,0.0,459194.92,526403.75,0,67208.83,0.0,20,5,1,0,0,0,0
140,11565.64,0.0,0.0,357977.49,369543.13,0,11565.64,0.0,20,5,1,0,0,0,0
140,3344.14,164318.15,160974.01,0.0,0.0,0,2.9103830456733704e-11,3344.14,20,5,0,0,1,0,1
140,402356.87,1201566.18,1603923.05,1080780.58,938901.49,0,804713.74,544235.9600000002,20,5,0,0,0,0,0
140,6596.05,0.0,0.0,0.0,0.0,0,6596.05,6596.05,20,5,0,0,1,0,1
140,6157.78,40933.0,34775.22,0.0,0.0,0,0.0,6157.78,20,5,0,0,1,0,1
140,21935.97,0.0,0.0,4341573.39,4363509.35,0,21935.97,0.009999999776482582,20,5,1,0,0,0,0
140,47258.48,5716708.03,5763966.51,641204.97,593946.49,0,94516.95999999996,94516.95999999996,20,5,0,0,0,0,0
140,93247.12,10854.0,104101.12,5589094.3,5495847.18,0,186494.24,186494.24000000022,20,5,0,0,0,0,0
140,157226.08,5960544.61,6117770.69,319550.23,162324.15,0,314452.16000000015,314452.1599999999,20,5,0,0,0,0,0
140,8990.0,178195.0,169205.0,0.0,0.0,0,0.0,8990.0,20,5,0,0,1,0,1
140,287042.88,30713.0,0.0,0.0,287042.88,0,256329.88,0.0,20,5,1,0,0,0,0
140,5108.81,51285.4,46176.6,20252.33,25361.13,0,0.00999999999476131,0.010000000002037268,20,5,1,0,0,0,0
140,214662.59,0.0,0.0,800479.89,1015142.48,0,214662.59,0.0,20,5,0,0,0,1,0
140,109558.57,0.0,0.0,346391.26,455949.82,0,109558.57,0.010000000009313226,20,5,1,0,0,0,0
140,188718.67,0.0,0.0,434781.8,623500.48,0,188718.67,-0.010000000009313226,20,5,1,0,0,0,0
140,6561.44,31460.24,24898.8,0.0,0.0,0,-3.637978807091713e-12,6561.44,20,5,0,0,1,0,1
140,250104.11,0.0,0.0,8069061.13,8319165.24,0,250104.11,0.0,20,5,1,0,0,0,0
140,122769.58,893.0,0.0,0.0,122769.58,0,121876.58,0.0,20,5,1,0,0,0,0
140,6022.47,0.0,0.0,0.0,0.0,0,6022.47,6022.47,20,5,0,0,1,0,1
140,601514.27,1133.0,0.0,0.0,601514.27,0,600381.27,0.0,20,5,0,0,0,1,0
140,141574.93,30934.0,0.0,57529.99,199104.92,0,110640.93,-2.9103830456733704e-11,20,5,1,0,0,0,0
140,9937.12,154597.0,144659.88,0.0,0.0,0,0.0,9937.12,20,5,0,0,1,0,1
140,279623.8,974242.1,1253865.91,294321.29,14697.49,0,559247.61,559247.6,20,5,0,0,0,0,0
140,324067.38,167560.49,491627.87,1803537.56,1479470.18,0,648134.76,648134.76,20,5,0,0,0,0,0
140,156194.08,397255.51,553449.6,1742844.85,1586650.76,0,312388.1699999999,312388.17000000016,20,5,0,0,0,0,0
140,86242.99,124124.85,37881.86,219381.73,305624.72,0,0.0,5.820766091346741e-11,20,5,1,0,0,0,0
140,63223.01,4507.0,0.0,83231.06,146454.07,0,58716.01,0.0,20,5,1,0,0,0,0
140,117627.15,222853.62,340480.77,686873.41,569246.26,0,235254.30000000005,235254.30000000005,20,5,0,0,0,0,0
140,1665.02,0.0,0.0,0.0,0.0,0,1665.02,1665.02,20,5,0,0,1,0,1
141,35696.66,2397171.95,2432868.62,1791469.04,1755772.38,0,71393.33000000007,71393.32000000007,21,5,0,0,0,0,0
141,15451.81,22743.0,7291.19,0.0,0.0,0,0.0,15451.81,21,5,0,0,1,0,1
141,99726.6,5062.0,0.0,1112386.35,1212112.95,0,94664.6,2.3283064365386963e-10,21,5,1,0,0,0,0
141,294427.33,1881076.99,2175504.32,358233.35,63806.02,0,588854.6599999999,588854.6599999999,21,5,0,0,0,0,0
141,149.55,0.0,0.0,0.0,0.0,0,149.55,149.55,21,5,0,0,1,0,1
141,5551.36,37725.37,32174.01,0.0,0.0,0,-7.275957614183426e-12,5551.36,21,5,0,0,1,0,1
141,612.32,16711.0,16098.68,0.0,0.0,0,0.0,612.32,21,5,0,0,1,0,1
141,118689.16,793.0,119482.16,182734.01,64044.85,0,237378.32,237378.32000000004,21,5,0,0,0,0,0
141,6452.91,6973.0,520.09,0.0,0.0,0,0.0,6452.91,21,5,0,0,1,0,1
141,7362.75,26470.0,19107.25,0.0,0.0,0,0.0,7362.75,21,5,0,0,1,0,1
141,13332.44,20973.0,7640.56,0.0,0.0,0,0.0,13332.44,21,5,0,0,1,0,1
141,84098.85,0.0,0.0,711298.52,805792.28,0,84098.85,-10394.910000000033,21,5,0,0,0,1,0
141,162599.68,6667378.2,6829977.89,703440.24,540840.56,0,325199.3699999992,325199.35999999987,21,5,0,0,0,0,0
141,597737.59,0.0,0.0,1208546.43,1806284.02,0,597737.59,0.0,21,5,0,0,0,1,0
141,776392.32,0.0,0.0,933327.88,1709720.2,0,776392.32,0.0,21,5,0,0,0,1,0
141,99392.47,316092.0,415484.47,0.0,0.0,0,198784.93999999994,99392.47,21,5,0,0,0,0,0
141,377826.17,0.0,0.0,1568886.57,1946712.74,0,377826.17,0.0,21,5,1,0,0,0,0
141,3499.94,56489.0,52989.06,0.0,0.0,0,0.0,3499.94,21,5,0,0,1,0,1
141,358559.87,4180045.94,4538605.8,2024434.82,1665874.95,0,717119.73,717119.74,21,5,0,0,0,0,0
141,162134.38,0.0,0.0,367487.31,529621.69,0,162134.38,0.0,21,5,1,0,0,0,0
141,257520.06,2379436.58,2636956.64,258715.73,1195.67,0,515040.1200000001,515040.12000000005,21,5,0,0,0,0,0
141,109888.4,11092.0,0.0,0.0,109888.4,0,98796.4,0.0,21,5,1,0,0,0,0
141,14761.25,0.0,0.0,0.0,0.0,0,14761.25,14761.25,21,5,0,0,1,0,1
141,1043.28,11687.0,12730.28,33676.59,32633.31,0,2086.5600000000013,2086.559999999994,21,5,0,0,0,0,0
141,11166.76,16058.0,4891.24,0.0,0.0,0,0.0,11166.76,21,5,0,0,1,0,1
141,368899.72,21385.0,0.0,739409.31,1108309.03,0,347514.72,0.0,21,5,0,0,0,1,0
141,15874.3,6061.0,21935.3,782312.3,766438.01,0,31748.6,31748.590000000084,21,5,0,0,0,0,0
141,2358.57,187193.0,184834.43,0.0,0.0,0,0.0,2358.57,21,5,0,0,1,0,1
141,8773.69,11165.0,2391.31,0.0,0.0,0,0.0,8773.69,21,5,0,0,1,0,1
141,36829.97,104342.0,141171.97,3292471.39,3255641.42,0,73659.94,73659.94000000041,21,5,0,0,0,0,0
141,528188.97,0.0,0.0,3170282.46,3698471.43,0,528188.97,-4.656612873077393e-10,21,5,1,0,0,0,0
141,203629.87,3261.0,206890.87,0.0,0.0,0,407259.74,203629.87,21,5,0,0,0,0,0
141,277.93,219035.0,218757.07,0.0,0.0,0,0.0,277.93,21,5,0,0,1,0,1
141,47701.25,30239.0,77940.25,1813897.2,1766195.94,0,95402.5,95402.51000000001,21,5,0,0,0,0,0
141,1207.78,19114.0,17906.22,1144054.93,1145262.71,0,0.0,0.0,21,5,0,1,0,0,0
141,273064.24,1445714.64,1718778.88,577401.27,304337.02,0,546128.48,546128.49,21,5,0,0,0,0,0
141,23536.12,0.0,0.0,509532.57,533068.68,0,23536.12,0.010000000009313226,21,5,1,0,0,0,0
141,170551.58,14472.0,0.0,58909.28,229460.86,0,156079.58,0.0,21,5,1,0,0,0,0
141,3296.12,130666.0,127369.88,0.0,0.0,0,0.0,3296.12,21,5,0,0,1,0,1
141,205096.31,22714.0,0.0,3621303.88,3671422.82,0,182382.31,154977.3700000001,21,5,1,0,0,0,0
141,4966.27,0.0,0.0,0.0,0.0,0,4966.27,4966.27,21,5,0,0,1,0,1
141,69686.54,31725.0,0.0,0.0,69686.54,0,37961.53999999999,0.0,21,5,1,0,0,0,0
141,153477.24,718378.37,871855.61,1557208.37,1403731.13,0,306954.48,306954.4800000002,21,5,0,0,0,0,0
141,89992.8,0.0,0.0,483872.97,573865.77,0,89992.8,0.0,21,5,1,0,0,0,0
141,185796.15,46545.85,0.0,607654.94,793451.09,0,139250.3,0.0,21,5,1,0,0,0,0
141,234586.12,5072986.19,5307572.31,363698.88,129112.76,0,469172.2399999993,469172.24,21,5,0,0,0,0,0
141,340490.26,3504196.19,3844686.45,643836.42,303346.16,0,680980.52,680980.52,21,5,0,0,0,0,0
141,10109.0,31.0,0.0,0.0,0.0,0,10078.0,10109.0,21,5,0,0,1,0,1
141,5369.94,16082.0,10712.06,0.0,0.0,0,0.0,5369.94,21,5,0,0,1,0,1
141,35496.83,61712.78,97209.61,1353218.7,1317721.87,0,70993.66,70993.65999999992,21,5,0,0,0,0,0
141,13668.31,38090.73,24422.41,0.0,0.0,0,-0.010000000002037268,13668.31,21,5,0,0,1,0,1
141,137165.55,3725278.25,3862443.8,162120.99,24955.44,0,274331.0999999996,274331.1,21,5,0,0,0,0,0
141,147060.76,2273077.61,2420138.37,170497.86,23437.1,0,294121.52,294121.52,21,5,0,0,0,0,0
141,17982.8,0.0,0.0,0.0,0.0,0,17982.8,17982.8,21,5,0,0,1,0,1
141,113062.87,0.0,0.0,847646.87,960709.74,0,113062.87,0.0,21,5,1,0,0,0,0
141,197624.82,154680.01,352304.82,234678.78,37053.96,0,395249.63,395249.63999999996,21,5,0,0,0,0,0
141,212239.09,8154860.25,8367099.34,830207.94,617968.85,0,424478.1799999997,424478.17999999993,21,5,0,0,0,0,0
141,262.96,98640.0,98377.04,0.0,0.0,0,0.0,262.96,21,5,0,0,1,0,1
141,539678.73,0.0,0.0,3346635.63,3886314.36,0,539678.73,0.0,21,5,1,0,0,0,0
141,13681.54,251324.51,237642.96,0.0,0.0,0,-0.010000000009313226,13681.54,21,5,0,0,1,0,1
141,171393.42,4951.66,176345.08,348862.77,177469.36,0,342786.84,342786.8300000001,21,5,0,0,0,0,0
141,42352.01,38994.0,81346.01,0.0,0.0,0,84704.01999999999,42352.01,21,5,0,0,0,0,0
141,103679.42,0.0,0.0,15360285.29,15463964.71,0,103679.42,-1.862645149230957e-09,21,5,1,0,0,0,0
141,3416.82,0.0,0.0,0.0,0.0,0,3416.82,3416.82,21,5,0,0,1,0,1
141,1478.55,24719.0,23240.45,0.0,0.0,0,0.0,1478.55,21,5,0,0,1,0,1
141,123309.35,0.0,0.0,1074296.69,1197606.04,0,123309.35,0.0,21,5,1,0,0,0,0
141,282698.98,24969.0,0.0,28977.85,311676.82,0,257729.97999999998,0.009999999951105565,21,5,0,0,0,1,0
141,52258.02,1797200.7,1849458.72,5714952.06,5662694.04,0,104516.04000000004,104516.0399999991,21,5,0,0,0,0,0
141,16099.57,235189.0,219089.43,0.0,0.0,0,0.0,16099.57,21,5,0,0,1,0,1
141,61035.77,102432.0,41396.23,3534092.59,3595128.36,0,0.0,0.0,21,5,1,0,0,0,0
141,121501.02,1173.0,122674.02,0.0,0.0,0,243002.04,121501.02,21,5,0,0,0,0,0
141,9070.86,0.0,0.0,0.0,0.0,0,9070.86,9070.86,21,5,0,0,1,0,1
141,107485.29,12270.0,119755.29,0.0,0.0,0,214970.58,107485.29,21,5,0,0,0,0,0
141,15132.62,98934.4,83801.78,0.0,0.0,0,0.0,15132.62,21,5,0,0,1,0,1
141,159813.9,243331.0,403144.9,0.0,0.0,0,319627.80000000005,159813.9,21,5,0,0,0,0,0
141,1016.62,5027.0,4010.38,0.0,0.0,0,0.0,1016.62,21,5,0,0,1,0,1
141,324654.38,0.0,0.0,729961.48,1054615.86,0,324654.38,-2.3283064365386963e-10,21,5,1,0,0,0,0
141,1779.69,0.0,0.0,0.0,0.0,0,1779.69,1779.69,21,5,0,0,1,0,1
141,117787.19,622629.0,740416.19,21941.0,0.0,0,235574.3799999999,139728.19,21,5,0,0,0,0,0
141,6743.95,0.0,0.0,0.0,0.0,0,6743.95,6743.95,21,5,0,0,1,0,1
141,220144.68,1035.0,0.0,105314.55,325459.22,0,219109.68,0.010000000009313226,21,5,1,0,0,0,0
141,503293.19,1293907.52,1797200.7,2712197.92,2208904.74,0,1006586.3700000001,1006586.3699999996,21,5,0,0,0,0,0
141,242151.89,3157.0,0.0,1184886.31,1427038.2,0,238994.89,2.3283064365386963e-10,21,5,1,0,0,0,0
141,3592.01,0.0,0.0,0.0,0.0,0,3592.01,3592.01,21,5,0,0,1,0,1
141,386337.68,918.0,0.0,698033.86,1084371.54,0,385419.68,0.0,21,5,1,0,0,0,0
141,4470.45,10601.0,6130.55,0.0,0.0,0,0.0,4470.45,21,5,0,0,1,0,1
141,121247.73,39836.0,0.0,0.0,121247.73,0,81411.73,0.0,21,5,1,0,0,0,0
141,103869.39,4004886.88,4108756.27,573460.94,469591.55,0,207738.78000000026,207738.77999999997,21,5,0,0,0,0,0
141,6850.34,0.0,0.0,0.0,0.0,0,6850.34,6850.34,21,5,0,0,1,0,1
141,20508.36,6054038.5,6074546.86,103251.19,82742.83,0,41016.72000000067,41016.72,21,5,0,0,0,0,0
141,15856.03,6237.0,0.0,0.0,0.0,0,9619.03,15856.03,21,5,0,0,1,0,1
141,805.83,237.0,0.0,0.0,0.0,0,568.83,805.83,21,5,0,0,1,0,1
141,4506.48,207206.0,202699.52,0.0,0.0,0,0.0,4506.48,21,5,0,0,1,0,1
141,434.85,9456.0,9021.15,192710.8,193145.65,0,0.0,0.0,21,5,0,1,0,0,0
141,207971.22,105121.0,0.0,0.0,207971.22,0,102850.22,0.0,21,5,1,0,0,0,0
141,10910.56,995.86,0.0,0.0,0.0,0,9914.699999999999,10910.56,21,5,0,0,1,0,1
141,2233.98,8337.0,6103.02,0.0,0.0,0,0.0,2233.98,21,5,0,0,1,0,1
141,78717.05,2391490.09,2470207.15,1817493.18,1738776.12,0,157434.10999999987,157434.10999999987,21,5,0,0,0,0,0
141,722381.16,0.0,0.0,1758188.4,2480569.56,0,722381.16,0.0,21,5,0,0,0,1,0
141,200898.82,983745.47,1184644.29,4434375.96,4233477.13,0,401797.64000000013,401797.6500000004,21,5,0,0,0,0,0
141,10041.01,123582.0,113540.99,0.0,0.0,0,0.0,10041.01,21,5,0,0,1,0,1
141,12624.38,7034.0,0.0,0.0,0.0,0,5590.379999999999,12624.38,21,5,0,0,1,0,1
141,408473.65,4512551.93,4921025.58,2448552.98,2040079.32,0,816947.3000000007,816947.3099999998,21,5,0,0,0,0,0
141,6844.71,257145.11,250300.4,0.0,0.0,0,0.0,6844.71,21,5,0,0,1,0,1
141,476606.95,432529.0,0.0,0.0,476606.95,0,44077.95000000001,0.0,21,5,0,0,0,1,0
141,244022.77,0.0,0.0,271026.91,515049.68,0,244022.77,-5.820766091346741e-11,21,5,1,0,0,0,0
141,10624.27,1062.0,0.0,0.0,0.0,0,9562.27,10624.27,21,5,0,0,1,0,1
141,11402.14,0.0,0.0,0.0,0.0,0,11402.14,11402.14,21,5,0,0,1,0,1
141,1326.19,4727.8,3401.62,0.0,0.0,0,0.009999999999308784,1326.19,21,5,0,0,1,0,1
141,59597.55,11578.91,71176.46,1053707.4,994109.85,0,119195.1,119195.09999999998,21,5,0,0,0,0,0
141,88797.23,6580720.52,6669517.75,575012.21,47648.91,0,177594.4600000009,616160.5299999999,21,5,0,0,0,0,0
141,139663.03,7478743.13,7618406.16,996864.93,857201.9,0,279326.0600000005,279326.05999999994,21,5,0,0,0,0,0
141,7750.22,250143.0,242392.78,0.0,0.0,0,0.0,7750.22,21,5,0,0,1,0,1
141,16192.14,62656.85,46464.7,0.0,0.0,0,-0.010000000002037268,16192.14,21,5,0,0,1,0,1
141,5168.33,42185.0,37016.67,0.0,0.0,0,0.0,5168.33,21,5,0,0,1,0,1
141,61950.08,15017.0,0.0,369340.16,431290.24,0,46933.08,0.0,21,5,1,0,0,0,0
141,2449.53,19980.0,17530.47,0.0,0.0,0,0.0,2449.53,21,5,0,0,1,0,1
141,52991.65,2028234.85,2081226.5,2704032.6,2651040.95,0,105983.29999999981,105983.29999999981,21,5,0,0,0,0,0
141,620.72,0.0,0.0,0.0,0.0,0,620.72,620.72,21,5,0,0,1,0,1
142,3568.83,0.0,0.0,0.0,0.0,0,3568.83,3568.83,22,5,0,0,1,0,1
142,69567.88,6693162.41,6762730.29,1279885.95,1210318.08,0,139135.75999999978,139135.75,22,5,0,0,0,0,0
142,1407521.85,0.0,0.0,2059454.66,3466976.5,0,1407521.85,0.009999999776482582,22,5,0,0,0,1,0
142,20297.64,0.0,0.0,0.0,0.0,0,20297.64,20297.64,22,5,0,0,1,0,1
142,280370.79,274923.62,0.0,636256.49,916627.29,0,5447.169999999984,-0.010000000009313226,22,5,1,0,0,0,0
142,406.94,82054.0,81647.06,96663.33,97070.28,0,0.0,-0.00999999999476131,22,5,0,1,0,0,0
142,15894.82,0.0,0.0,309887.0,325781.82,0,15894.82,0.0,22,5,1,0,0,0,0
142,1021574.84,0.0,0.0,1079907.86,2101482.7,0,1021574.84,0.0,22,5,0,0,0,1,0
142,290686.47,5228174.41,5518860.88,363193.46,72506.99,0,581372.9399999995,581372.94,22,5,0,0,0,0,0
142,3174.51,9111.0,5936.49,0.0,0.0,0,0.0,3174.51,22,5,0,0,1,0,1
142,109410.95,11914796.23,12024207.18,343090.88,233679.93,0,218821.8999999985,218821.90000000002,22,5,0,0,0,0,0
142,32057.21,0.0,0.0,0.0,0.0,0,32057.21,32057.21,22,5,0,0,1,0,1
142,5441.83,5954.36,512.53,0.0,0.0,0,0.0,5441.83,22,5,0,0,1,0,1
142,288274.87,0.0,0.0,623995.94,912270.81,0,288274.87,-1.1641532182693481e-10,22,5,1,0,0,0,0
142,355460.82,0.0,0.0,525769.81,881230.62,0,355460.82,0.010000000125728548,22,5,1,0,0,0,0
142,24535.6,5027.0,0.0,0.0,0.0,0,19508.6,24535.6,22,5,0,0,1,0,1
142,13131.89,7098.0,0.0,0.0,0.0,0,6033.889999999999,13131.89,22,5,0,0,1,0,1
142,147311.62,50198.0,197509.62,4437.99,0.0,0,294623.24,151749.61,22,5,0,0,0,0,0
142,641.47,103128.0,102486.53,0.0,0.0,0,0.0,641.47,22,5,0,0,1,0,1
